Vendor_Customer_Name,GSTIN,Invoice_No,Invoice_Date,Ledger_Type,Invoice_Value,Taxable_Value,CGST_Amount,SGST_Amount,IGST_Amount,Total_Tax,Payment_Status,Payment_Date,TDS_Deducted,Account_Code,Remarks,Upload_Timestamp
Sura PLC,19O3ZDRC1YOH2ZJ,INV-00369,2025-01-01,Payable,343710.89,327343.7,0.0,0.0,16367.19,16367.19,Paid,2025-01-06,3437.11,ACC-3511,Pending review,2025-11-01 19:53:42
Agarwal-Das,09YFQUV9QEZG2ZU,INV-00370,2025-04-26,Payable,372657.61,354912.01,0.0,0.0,17745.6,17745.6,Paid,2025-04-27,0.0,ACC-7574,Verified,2025-11-01 19:53:42
Mahal and Sons,096LBPJ8T22C2ZX,INV-00371,2024-09-29,Payable,309420.64,262220.88,0.0,0.0,47199.76,47199.76,Paid,2024-10-28,0.0,ACC-1359,Pending review,2025-11-01 19:53:42
Som Group,27NQBNXZU1EM4ZD,INV-00372,2025-07-30,Payable,273797.22,244461.8,0.0,0.0,29335.42,29335.42,Unpaid,2025-08-13,0.0,ACC-2109,Verified,2025-11-01 19:53:42
"Shankar, Dugar and Parekh",07MJYJCMRSEZ4ZR,INV-00373,2025-01-28,Receivable,273133.9,231469.41,0.0,0.0,41664.49,41664.49,Unpaid,2025-02-09,2731.34,ACC-1175,,2025-11-01 19:53:42
"Saha, Kothari and Seshadri",296QC6K8DJZR1ZQ,INV-00374,2025-07-19,Receivable,27031.33,21118.23,0.0,0.0,5913.1,5913.1,Paid,2025-08-13,0.0,ACC-6691,Approved,2025-11-01 19:53:42
Rai-Purohit,09MPXKC5I8XO2ZU,INV-00375,2025-07-28,Payable,506296.24,395543.94,55376.15,55376.15,0.0,110752.3,Partial,2025-07-30,0.0,ACC-7065,Pending review,2025-11-01 19:53:42
Wali-Natt,09KE2GJR81BM2ZF,INV-00376,2025-07-14,Payable,546132.91,462824.5,0.0,0.0,83308.41,83308.41,Paid,2025-08-12,0.0,ACC-4781,Approved,2025-11-01 19:53:42
Dara-Chadha,294YXFIBLEJG4ZW,INV-00377,2024-09-18,Receivable,396622.91,336121.11,0.0,0.0,60501.8,60501.8,Paid,2024-09-26,0.0,ACC-5437,Pending review,2025-11-01 19:53:42
Kalla-Madan,07Q9TEA7187F4ZR,INV-00378,2025-05-18,Payable,203346.47,172327.52,15509.48,15509.48,0.0,31018.95,Paid,2025-06-05,0.0,ACC-2115,Verified,2025-11-01 19:53:42
Srinivasan PLC,07819Y207MER1ZE,INV-00379,2025-08-14,Payable,330365.07,279970.4,0.0,0.0,50394.67,50394.67,Unpaid,2025-09-06,0.0,ACC-3677,Pending review,2025-11-01 19:53:42
Chahal Ltd,09WHMLVHS21H1ZR,INV-00380,2025-04-17,Receivable,358849.11,341761.06,8544.02,8544.02,0.0,17088.05,Paid,2025-05-16,0.0,ACC-8198,,2025-11-01 19:53:42
"Bhardwaj, Karnik and Natt",29RVSCYOZPNA2ZL,INV-00381,2025-02-05,Receivable,513435.91,488986.58,0.0,0.0,24449.33,24449.33,Partial,2025-03-06,5134.36,ACC-2664,,2025-11-01 19:53:42
Mani-Dhingra,2450OPF060O44ZC,INV-00382,2024-11-13,Receivable,143122.0,111814.06,15653.97,15653.97,0.0,31307.94,Unpaid,2024-12-10,0.0,ACC-2734,Pending review,2025-11-01 19:53:42
Bains and Sons,277VNAWJGQU61ZF,INV-00383,2025-03-15,Receivable,194351.3,151836.95,0.0,0.0,42514.35,42514.35,Paid,2025-03-28,0.0,ACC-9873,Pending review,2025-11-01 19:53:42
Kulkarni Inc,074KUQAAJ84R4ZV,INV-00384,2025-01-26,Receivable,274440.73,214406.82,0.0,0.0,60033.91,60033.91,Paid,2025-02-21,2744.41,ACC-3430,Approved,2025-11-01 19:53:42
Peri-Swamy,27EJ9C0UU5WR4ZD,INV-00385,2025-03-11,Payable,274194.56,261137.68,6528.44,6528.44,0.0,13056.88,Paid,2025-03-16,0.0,ACC-1657,Approved,2025-11-01 19:53:42
Choudhary-Gour,29UFQYMBNW8B2ZQ,INV-00386,2025-07-25,Receivable,525050.78,468795.34,0.0,0.0,56255.44,56255.44,Unpaid,2025-08-19,5250.51,ACC-5173,Pending review,2025-11-01 19:53:42
Bhat-Sibal,27VGLL42JZNT2ZE,INV-00387,2024-09-07,Payable,90984.17,77105.23,6939.47,6939.47,0.0,13878.94,Unpaid,2024-09-15,909.84,ACC-8395,Verified,2025-11-01 19:53:42
Anne-Varghese,09O7FHS32UY84ZW,INV-00388,2025-06-10,Payable,371815.29,354109.8,8852.75,8852.75,0.0,17705.49,Paid,2025-06-15,0.0,ACC-1772,Verified,2025-11-01 19:53:42
Sidhu-Banik,096EEAMYFP9S2ZF,INV-00389,2025-08-30,Receivable,167260.05,159295.29,0.0,0.0,7964.76,7964.76,Partial,2025-09-01,0.0,ACC-6679,,2025-11-01 19:53:42
Vora-Behl,294FIEECY2C12ZB,INV-00390,2024-12-10,Payable,65972.05,62830.52,1570.77,1570.77,0.0,3141.53,Partial,2025-01-09,659.72,ACC-2211,,2025-11-01 19:53:42
"Talwar, Zacharia and Gokhale",276BKADEVVHY1ZC,INV-00391,2024-11-14,Payable,500877.14,424472.15,38202.5,38202.5,0.0,76404.99,Unpaid,2024-11-24,5008.77,ACC-4695,Pending review,2025-11-01 19:53:42
Ratti and Sons,07FS0IUDUAHG2ZF,INV-00392,2025-09-22,Receivable,286851.58,273191.98,0.0,0.0,13659.6,13659.6,Paid,2025-10-11,2868.52,ACC-5125,Approved,2025-11-01 19:53:42
Goyal-Bhatt,194RZGYD49PS2ZD,INV-00393,2025-09-25,Payable,517083.26,492460.25,12311.5,12311.5,0.0,24623.01,Partial,2025-10-06,5170.83,ACC-2792,,2025-11-01 19:53:42
Nath Group,27SRNKZCRNQ04ZO,INV-00394,2024-12-25,Payable,332074.17,281418.79,25327.69,25327.69,0.0,50655.38,Paid,2024-12-31,0.0,ACC-9064,,2025-11-01 19:53:42
"Tiwari, Batta and Dass",294627NAYYOS4ZC,INV-00395,2024-11-01,Receivable,102720.14,80250.11,0.0,0.0,22470.03,22470.03,Paid,2024-11-09,1027.2,ACC-3978,Pending review,2025-11-01 19:53:42
Sehgal-Kapadia,2479C9MV9E402ZY,INV-00396,2025-09-01,Payable,454685.1,385326.36,34679.37,34679.37,0.0,69358.74,Unpaid,2025-09-29,0.0,ACC-3364,Verified,2025-11-01 19:53:42
Korpal Ltd,07RVORK1DJRW1ZA,INV-00397,2024-10-21,Receivable,390097.25,371521.19,9288.03,9288.03,0.0,18576.06,Paid,2024-11-03,3900.97,ACC-5270,,2025-11-01 19:53:42
Sani Inc,24AGVLKW1XSR2ZG,INV-00398,2025-01-29,Payable,428064.87,334425.68,46819.6,46819.6,0.0,93639.19,Paid,2025-02-22,4280.65,ACC-9840,Pending review,2025-11-01 19:53:42
Thaker-Bhakta,19M4T8BP6NLN2ZB,INV-00399,2024-09-17,Payable,114065.75,96665.89,0.0,0.0,17399.86,17399.86,Unpaid,2024-09-27,0.0,ACC-1303,Approved,2025-11-01 19:53:42
"Baria, Mangat and Doshi",09PLO1URTTQU1ZQ,INV-00400,2024-09-29,Receivable,258276.56,201778.56,28249.0,28249.0,0.0,56498.0,Partial,2024-10-19,2582.77,ACC-6416,Verified,2025-11-01 19:53:42
Sastry Group,19Y1KCVEN3V14ZK,INV-00401,2025-03-14,Receivable,68087.79,57701.52,5193.14,5193.14,0.0,10386.27,Unpaid,2025-03-15,680.88,ACC-1169,Approved,2025-11-01 19:53:42
"Sachar, Uppal and Gour",09MXIXV6CKMA2ZB,INV-00402,2025-04-24,Receivable,425351.96,332306.22,46522.87,46522.87,0.0,93045.74,Partial,2025-05-16,0.0,ACC-6131,Pending review,2025-11-01 19:53:42
Sami Ltd,07AQALULDRYH2ZQ,INV-00403,2025-09-27,Receivable,377462.29,337019.9,20221.19,20221.19,0.0,40442.39,Unpaid,2025-10-06,3774.62,ACC-3976,,2025-11-01 19:53:42
"Chandra, Khurana and Lad",078HW9C4HJKU1ZT,INV-00404,2025-09-16,Receivable,503360.68,479391.12,11984.78,11984.78,0.0,23969.56,Partial,2025-10-08,0.0,ACC-6186,,2025-11-01 19:53:42
Parsa-Patil,07C2RH2XK2PT1ZN,INV-00405,2025-03-25,Payable,170393.28,133119.75,0.0,0.0,37273.53,37273.53,Unpaid,2025-03-31,0.0,ACC-9159,,2025-11-01 19:53:42
Pillay-Wason,27WSGRX37JW32ZS,INV-00406,2025-09-08,Receivable,355165.05,317111.65,19026.7,19026.7,0.0,38053.4,Paid,2025-09-14,3551.65,ACC-3516,Verified,2025-11-01 19:53:42
"Basak, Issac and Wagle",09FFYKPL3CHO2ZU,INV-00407,2024-11-22,Receivable,151937.91,135658.85,8139.53,8139.53,0.0,16279.06,Paid,2024-12-21,0.0,ACC-9892,Verified,2025-11-01 19:53:42
"Dhingra, Chaudhry and Kapoor",29EGI3QUPXBF1ZA,INV-00408,2025-01-11,Payable,468387.1,396938.22,0.0,0.0,71448.88,71448.88,Partial,2025-01-16,0.0,ACC-7043,Pending review,2025-11-01 19:53:42
Ramaswamy LLC,2448RA4DV56O2ZV,INV-00409,2025-08-03,Payable,568323.17,444002.48,0.0,0.0,124320.69,124320.69,Partial,2025-08-13,0.0,ACC-6285,,2025-11-01 19:53:42
"Choudhary, Sandhu and Chhabra",29E07S387J5I1ZY,INV-00410,2025-02-08,Payable,219328.13,171350.1,0.0,0.0,47978.03,47978.03,Paid,2025-02-13,2193.28,ACC-6174,,2025-11-01 19:53:42
Sekhon-Ravi,09HDHJO5CTZE4ZN,INV-00411,2025-05-02,Payable,406559.37,344541.84,0.0,0.0,62017.53,62017.53,Unpaid,2025-05-10,0.0,ACC-3525,,2025-11-01 19:53:42
Natarajan-Zacharia,07RNLX6B02B74ZH,INV-00412,2025-01-08,Payable,331387.27,280836.67,25275.3,25275.3,0.0,50550.6,Partial,2025-02-01,0.0,ACC-3947,Verified,2025-11-01 19:53:42
"Devan, Chatterjee and Dewan",24E54N6O9JD31ZJ,INV-00413,2024-12-17,Receivable,482847.9,431114.2,25866.85,25866.85,0.0,51733.7,Unpaid,2024-12-20,0.0,ACC-5246,Verified,2025-11-01 19:53:42
Deol-Parikh,24L3X2JC2R072ZW,INV-00414,2025-04-05,Receivable,461593.65,439613.0,0.0,0.0,21980.65,21980.65,Paid,2025-04-12,0.0,ACC-2752,Pending review,2025-11-01 19:53:42
Pall Group,24JCP0TLZ1XG2ZZ,INV-00415,2025-07-26,Payable,98157.04,76685.19,0.0,0.0,21471.85,21471.85,Paid,2025-08-04,981.57,ACC-4677,Pending review,2025-11-01 19:53:42
Chaudhuri Inc,24KUDIZ1XEVO2ZO,INV-00416,2025-05-03,Payable,490580.0,438017.86,26281.07,26281.07,0.0,52562.14,Partial,2025-05-06,0.0,ACC-3487,Verified,2025-11-01 19:53:42
Morar-Dara,29Y32HOG585I1ZR,INV-00417,2025-07-29,Payable,347067.34,309881.55,0.0,0.0,37185.79,37185.79,Paid,2025-08-10,3470.67,ACC-9378,Verified,2025-11-01 19:53:42
Bhandari-Khalsa,09HZGOPJDN8E4ZQ,INV-00418,2025-04-11,Receivable,497850.97,388946.07,54452.45,54452.45,0.0,108904.9,Partial,2025-04-16,4978.51,ACC-9903,,2025-11-01 19:53:42
"Chaudhari, Bala and Deo",27IH83J0NPHH2ZX,INV-00419,2025-08-13,Receivable,115122.5,102787.95,6167.27,6167.27,0.0,12334.55,Unpaid,2025-08-23,1151.23,ACC-2703,Verified,2025-11-01 19:53:42
Wason PLC,29B9IQIUXDQ54ZM,INV-00420,2025-08-18,Receivable,145902.92,113986.66,15958.13,15958.13,0.0,31916.26,Unpaid,2025-09-05,1459.03,ACC-7380,Approved,2025-11-01 19:53:42
Dubey-Sane,24VCUB7QMVY24ZX,INV-00421,2024-09-24,Receivable,16162.41,12626.88,1767.77,1767.77,0.0,3535.53,Paid,2024-10-21,161.62,ACC-1015,Verified,2025-11-01 19:53:42
"Patil, Narayan and Baria",09YE6BGGRMQD4ZQ,INV-00422,2025-04-10,Receivable,83453.91,79479.91,1987.0,1987.0,0.0,3974.0,Paid,2025-04-29,834.54,ACC-9156,,2025-11-01 19:53:42
Suri Inc,279R9KMP6J374ZK,INV-00423,2025-04-12,Receivable,527942.84,447409.19,40266.82,40266.82,0.0,80533.65,Paid,2025-05-09,0.0,ACC-6362,,2025-11-01 19:53:42
Sur-Patel,29U7WPGBGQFQ1ZP,INV-00424,2024-09-21,Receivable,289721.15,226344.65,31688.25,31688.25,0.0,63376.5,Unpaid,2024-10-19,0.0,ACC-6092,Verified,2025-11-01 19:53:42
Bose Ltd,09EZFMHK403U4ZS,INV-00425,2024-12-18,Receivable,310735.13,295938.22,0.0,0.0,14796.91,14796.91,Partial,2024-12-23,0.0,ACC-3953,Verified,2025-11-01 19:53:42
Lalla Ltd,097IRDLK9EN71ZK,INV-00426,2024-11-18,Payable,30910.09,24148.51,3380.79,3380.79,0.0,6761.58,Partial,2024-12-18,0.0,ACC-3372,Pending review,2025-11-01 19:53:42
Murty Inc,09WJXLBWQ8964ZE,INV-00427,2024-12-18,Payable,510947.82,433006.63,38970.6,38970.6,0.0,77941.19,Paid,2024-12-24,0.0,ACC-2047,Verified,2025-11-01 19:53:42
"Sagar, Setty and Singh",270TVDJI1OAH2ZY,INV-00428,2025-03-26,Receivable,167572.82,149618.59,0.0,0.0,17954.23,17954.23,Paid,2025-04-15,0.0,ACC-4554,Verified,2025-11-01 19:53:42
Rout and Sons,07RP3LYEX3SR2ZP,INV-00429,2025-01-16,Receivable,365949.4,285897.97,0.0,0.0,80051.43,80051.43,Partial,2025-02-01,3659.49,ACC-2833,Verified,2025-11-01 19:53:42
Bhardwaj Group,093WPPBMQIYF2ZQ,INV-00430,2025-07-20,Receivable,343497.46,327140.44,8178.51,8178.51,0.0,16357.02,Partial,2025-08-04,0.0,ACC-7656,Approved,2025-11-01 19:53:42
More-Bhagat,09P6RFE64SKB1ZB,INV-00431,2025-05-21,Payable,80306.89,62739.76,8783.57,8783.57,0.0,17567.13,Partial,2025-05-27,803.07,ACC-4263,Verified,2025-11-01 19:53:42
Chaudhari-Walia,27QZ3MV1A0Q22ZB,INV-00432,2024-10-13,Payable,252476.66,213963.27,19256.69,19256.69,0.0,38513.39,Paid,2024-10-21,2524.77,ACC-7918,,2025-11-01 19:53:42
Ahluwalia-Narayanan,1901Q3M73HC92ZV,INV-00433,2024-10-25,Payable,233689.54,222561.47,0.0,0.0,11128.07,11128.07,Partial,2024-11-17,2336.9,ACC-1034,Verified,2025-11-01 19:53:42
Ganesan-Mani,09EGRY58VRW92ZW,INV-00434,2025-08-11,Payable,616882.42,481939.39,67471.51,67471.51,0.0,134943.03,Unpaid,2025-09-10,0.0,ACC-3642,Approved,2025-11-01 19:53:42
Sehgal-Pathak,27EAEA84HXXP4ZZ,INV-00435,2025-06-03,Payable,122186.73,103548.08,9319.33,9319.33,0.0,18638.65,Partial,2025-06-16,0.0,ACC-2578,Verified,2025-11-01 19:53:42
"Nigam, Lad and Chakrabarti",29RAFFZ8Q4VH4ZM,INV-00436,2024-09-27,Receivable,182265.86,173586.53,4339.66,4339.66,0.0,8679.33,Partial,2024-09-29,0.0,ACC-3940,Approved,2025-11-01 19:53:42
Randhawa LLC,0940VTKRRVWY2ZH,INV-00437,2025-09-01,Payable,41732.55,39745.29,993.63,993.63,0.0,1987.26,Partial,2025-09-30,0.0,ACC-1031,Approved,2025-11-01 19:53:42
Sinha PLC,19LC6PRR7MZA2ZX,INV-00438,2024-12-08,Payable,307107.6,239927.81,0.0,0.0,67179.79,67179.79,Unpaid,2025-01-04,3071.08,ACC-3800,Verified,2025-11-01 19:53:42
Bera-Bhat,19H6MV4XEKZ84ZU,INV-00439,2025-09-12,Payable,238752.29,186525.23,0.0,0.0,52227.06,52227.06,Unpaid,2025-09-25,2387.52,ACC-8081,Pending review,2025-11-01 19:53:42
Din-Radhakrishnan,19HYDRGFR27R1ZG,INV-00440,2025-06-13,Receivable,34706.88,33054.17,826.36,826.36,0.0,1652.71,Unpaid,2025-07-13,0.0,ACC-4721,Pending review,2025-11-01 19:53:42
"Kalita, Andra and Kashyap",07MF36BCPWEI2ZK,INV-00441,2025-03-01,Payable,456651.99,386993.21,0.0,0.0,69658.78,69658.78,Partial,2025-03-21,4566.52,ACC-4339,Pending review,2025-11-01 19:53:42
"Dar, Raja and Gade",245VDB8281924ZZ,INV-00442,2024-10-23,Receivable,434247.46,413569.01,0.0,0.0,20678.45,20678.45,Unpaid,2024-11-21,4342.47,ACC-9284,Approved,2025-11-01 19:53:42
"Lalla, Goda and Parmar",29W56FKPS0DX2ZE,INV-00443,2024-11-02,Payable,545038.84,425811.59,59613.62,59613.62,0.0,119227.25,Partial,2024-11-20,5450.39,ACC-7594,Pending review,2025-11-01 19:53:42
Mishra Ltd,27I3MSDN1MXF4ZN,INV-00444,2024-12-26,Receivable,99350.04,77617.22,10866.41,10866.41,0.0,21732.82,Unpaid,2024-12-30,0.0,ACC-5992,Verified,2025-11-01 19:53:42
"Patla, Dani and Sem",0968SY7P1ZSC2ZK,INV-00445,2025-03-25,Payable,550091.37,491153.01,29469.18,29469.18,0.0,58938.36,Paid,2025-04-01,0.0,ACC-9287,Pending review,2025-11-01 19:53:42
Sani Ltd,27OB7FU992592ZM,INV-00446,2025-08-15,Payable,416997.0,353387.29,31804.85,31804.85,0.0,63609.71,Paid,2025-09-07,4169.97,ACC-2624,Pending review,2025-11-01 19:53:42
"Chaudhary, Dayal and Minhas",07AKT7ZQHT2X4ZL,INV-00447,2025-07-30,Receivable,233192.74,208207.8,12492.47,12492.47,0.0,24984.94,Paid,2025-08-14,2331.93,ACC-2037,,2025-11-01 19:53:42
Dara LLC,27BM00E9KDTS4ZF,INV-00448,2024-09-12,Receivable,27926.71,23666.7,0.0,0.0,4260.01,4260.01,Partial,2024-10-07,279.27,ACC-1324,,2025-11-01 19:53:42
Balakrishnan-De,0709DCNWMBXE2ZS,INV-00449,2025-09-13,Receivable,14814.39,12554.57,0.0,0.0,2259.82,2259.82,Unpaid,2025-09-26,0.0,ACC-1711,,2025-11-01 19:53:42
Memon Group,249U6WTVMK2Z4ZE,INV-00450,2025-09-01,Receivable,218462.96,195056.21,0.0,0.0,23406.75,23406.75,Partial,2025-09-07,0.0,ACC-9818,Verified,2025-11-01 19:53:42
Kunda PLC,07SG2QFPODPE1ZO,INV-00451,2024-10-10,Receivable,244421.34,190954.17,26733.58,26733.58,0.0,53467.17,Paid,2024-11-04,0.0,ACC-3087,,2025-11-01 19:53:42
Ratta-Ratti,07VW9Y80PFSR2ZE,INV-00452,2025-08-27,Receivable,274533.93,261460.89,0.0,0.0,13073.04,13073.04,Unpaid,2025-08-31,0.0,ACC-9243,Verified,2025-11-01 19:53:42
Din PLC,09R07N8VOEUB1ZD,INV-00453,2025-03-10,Receivable,188107.4,159413.05,14347.17,14347.17,0.0,28694.35,Partial,2025-03-24,1881.07,ACC-9736,Pending review,2025-11-01 19:53:42
Gera-Dube,07R2FVB66H3R1ZR,INV-00454,2025-02-26,Receivable,45261.95,43106.62,1077.66,1077.66,0.0,2155.33,Unpaid,2025-03-20,0.0,ACC-1272,Pending review,2025-11-01 19:53:42
"Padmanabhan, Narain and Sabharwal",09UU62RZV1SQ2ZV,INV-00455,2025-04-18,Receivable,97941.73,83001.47,0.0,0.0,14940.26,14940.26,Unpaid,2025-04-30,979.42,ACC-7541,,2025-11-01 19:53:42
"Dhar, Dara and Ghosh",19XOIOT860X54ZA,INV-00456,2025-06-20,Payable,376129.14,318753.51,0.0,0.0,57375.63,57375.63,Partial,2025-07-18,0.0,ACC-2543,Pending review,2025-11-01 19:53:42
Doctor Inc,24UGWUBUGR6E4ZF,INV-00457,2024-09-10,Receivable,162099.44,144731.64,0.0,0.0,17367.8,17367.8,Unpaid,2024-09-17,0.0,ACC-9310,Pending review,2025-11-01 19:53:42
Savant-Grewal,244UDTLVR7MG1ZQ,INV-00458,2025-02-10,Receivable,207044.65,197185.38,0.0,0.0,9859.27,9859.27,Unpaid,2025-02-18,2070.45,ACC-8129,Verified,2025-11-01 19:53:42
"Chakraborty, Virk and Randhawa",27TKG1F8YC8G4ZB,INV-00459,2025-01-31,Receivable,237263.14,201070.46,0.0,0.0,36192.68,36192.68,Partial,2025-02-10,2372.63,ACC-1368,,2025-11-01 19:53:42
"Padmanabhan, Sani and Konda",096J76BIVISS1ZI,INV-00460,2024-10-02,Receivable,212460.62,165984.86,0.0,0.0,46475.76,46475.76,Partial,2024-10-18,0.0,ACC-7750,,2025-11-01 19:53:42
Raghavan Inc,09BW6ATVD1XE4ZN,INV-00461,2025-04-17,Receivable,57248.9,51115.09,0.0,0.0,6133.81,6133.81,Paid,2025-05-12,0.0,ACC-7493,,2025-11-01 19:53:42
Pant LLC,07TGI88TB38W4ZF,INV-00462,2024-09-01,Payable,50541.79,39485.77,5528.01,5528.01,0.0,11056.02,Partial,2024-09-02,505.42,ACC-8492,Approved,2025-11-01 19:53:42
Golla PLC,19JY94H4KFTC1ZM,INV-00463,2025-08-24,Receivable,78689.76,70258.71,4215.52,4215.52,0.0,8431.05,Unpaid,2025-09-11,0.0,ACC-5656,,2025-11-01 19:53:42
Natt-Hans,09HS258W9ZJX2ZK,INV-00464,2024-12-17,Receivable,277655.98,235301.68,0.0,0.0,42354.3,42354.3,Paid,2025-01-03,0.0,ACC-9258,Approved,2025-11-01 19:53:42
Sarkar-Golla,24E7VAAGUZRO1ZZ,INV-00465,2025-07-30,Payable,345576.6,329120.57,8228.01,8228.01,0.0,16456.03,Unpaid,2025-08-14,0.0,ACC-8509,Approved,2025-11-01 19:53:42
Hegde-Mangat,24E8NVN439EN1ZO,INV-00466,2024-09-05,Payable,124472.43,118545.17,2963.63,2963.63,0.0,5927.26,Unpaid,2024-09-29,1244.72,ACC-9736,Verified,2025-11-01 19:53:42
Basu-Hegde,247MDWKZIRNK4ZW,INV-00467,2025-07-08,Receivable,125946.58,112452.3,6747.14,6747.14,0.0,13494.28,Unpaid,2025-08-02,1259.47,ACC-1458,Approved,2025-11-01 19:53:42
"Wali, Deshmukh and Shukla",275URTXUYUCE1ZE,INV-00468,2025-01-11,Receivable,523539.6,467446.07,28046.76,28046.76,0.0,56093.53,Unpaid,2025-01-12,5235.4,ACC-3730,,2025-11-01 19:53:42
"Madan, Borah and Sanghvi",294A8YWY5APY4ZB,INV-00469,2025-02-13,Payable,284094.21,221948.6,31072.81,31072.81,0.0,62145.61,Unpaid,2025-02-19,0.0,ACC-1514,Pending review,2025-11-01 19:53:42
Sampath LLC,27YQN15IKPQA1ZK,INV-00470,2024-10-12,Receivable,463310.65,441248.24,0.0,0.0,22062.41,22062.41,Paid,2024-10-27,0.0,ACC-7557,Approved,2025-11-01 19:53:42
"Grover, Virk and Bhagat",24PCIFLWDR3V4ZK,INV-00471,2025-01-07,Payable,167814.72,131105.25,0.0,0.0,36709.47,36709.47,Paid,2025-02-03,1678.15,ACC-5432,Approved,2025-11-01 19:53:42
Prasad Inc,0733SICVPDQE1ZB,INV-00472,2025-03-13,Receivable,171682.27,163506.92,0.0,0.0,8175.35,8175.35,Partial,2025-03-17,1716.82,ACC-1008,Pending review,2025-11-01 19:53:42
"Atwal, Gala and Gour",277PKWCYUKND2ZH,INV-00473,2025-07-04,Payable,415655.79,395862.66,9896.57,9896.57,0.0,19793.13,Unpaid,2025-07-20,0.0,ACC-9861,Pending review,2025-11-01 19:53:42
Khurana-Sunder,09QPWDXYASVD1ZT,INV-00474,2025-09-01,Receivable,48268.4,43096.79,0.0,0.0,5171.61,5171.61,Unpaid,2025-09-28,482.68,ACC-2736,Approved,2025-11-01 19:53:42
"Vala, Gupta and Mangat",24SMRWGEBEVS4ZY,INV-00475,2025-03-03,Receivable,181980.11,162482.24,0.0,0.0,19497.87,19497.87,Paid,2025-03-04,0.0,ACC-8324,Approved,2025-11-01 19:53:42
Natarajan Ltd,09LMNAVYCS442ZL,INV-00476,2024-12-10,Payable,547109.11,488490.28,0.0,0.0,58618.83,58618.83,Paid,2024-12-11,0.0,ACC-6651,,2025-11-01 19:53:42
"Din, Kara and Lala",07GRYQY4UMKL1ZO,INV-00477,2024-09-22,Receivable,265656.33,253006.03,0.0,0.0,12650.3,12650.3,Paid,2024-10-11,2656.56,ACC-6830,Pending review,2025-11-01 19:53:42
Balay Ltd,24IWI08L0HG92ZA,INV-00478,2024-10-08,Payable,194632.69,185364.47,0.0,0.0,9268.22,9268.22,Unpaid,2024-10-21,0.0,ACC-5277,Pending review,2025-11-01 19:53:42
Amble Ltd,07PW6M9HKHJG4ZH,INV-00479,2024-12-01,Receivable,118757.97,106033.9,6362.03,6362.03,0.0,12724.07,Partial,2024-12-23,1187.58,ACC-5820,,2025-11-01 19:53:42
Dara Inc,27AYN2D7KI3X4ZZ,INV-00480,2025-07-17,Receivable,464116.02,442015.26,0.0,0.0,22100.76,22100.76,Partial,2025-07-19,4641.16,ACC-8861,Verified,2025-11-01 19:53:42
"Bera, Tandon and Thaker",295EGTYLPW714ZG,INV-00481,2025-06-02,Payable,172647.5,154149.55,9248.98,9248.98,0.0,18497.95,Partial,2025-06-18,0.0,ACC-1572,Verified,2025-11-01 19:53:42
Kashyap PLC,29B25485HCQX1ZF,INV-00482,2025-05-19,Payable,236208.58,200176.76,18015.91,18015.91,0.0,36031.82,Partial,2025-06-13,0.0,ACC-7100,Verified,2025-11-01 19:53:42
Atwal-Johal,19QLNZZRJO7V1ZG,INV-00483,2024-12-22,Payable,574071.64,448493.47,0.0,0.0,125578.17,125578.17,Paid,2024-12-31,5740.72,ACC-5964,Approved,2025-11-01 19:53:42
"Rai, Dhaliwal and Bal",09HPNF4JD1KS1ZS,INV-00484,2024-09-22,Payable,280809.34,237974.02,21417.66,21417.66,0.0,42835.32,Partial,2024-10-12,2808.09,ACC-7445,,2025-11-01 19:53:42
"Ray, Murthy and Maharaj",09QO2LNGIXMC4ZQ,INV-00485,2025-06-07,Receivable,383960.98,325390.66,0.0,0.0,58570.32,58570.32,Partial,2025-06-18,3839.61,ACC-7567,Approved,2025-11-01 19:53:42
"Bath, Varghese and Varghese",27EMTMYJ014G4ZE,INV-00486,2025-09-21,Payable,425898.38,360930.83,0.0,0.0,64967.55,64967.55,Unpaid,2025-09-23,0.0,ACC-3065,Verified,2025-11-01 19:53:42
Ganguly-Ahluwalia,07KM9831AX982ZH,INV-00487,2024-12-26,Receivable,408166.74,364434.59,21866.08,21866.08,0.0,43732.15,Unpaid,2025-01-15,4081.67,ACC-8826,Pending review,2025-11-01 19:53:42
"Pall, Halder and Nadkarni",29S210Q2LG1Z1ZO,INV-00488,2025-04-19,Receivable,449339.75,427942.62,10698.57,10698.57,0.0,21397.13,Unpaid,2025-05-14,0.0,ACC-3962,Verified,2025-11-01 19:53:42
Dara-Raju,29UE7A34MPYO4ZR,INV-00489,2025-02-01,Payable,178267.91,169778.96,0.0,0.0,8488.95,8488.95,Unpaid,2025-02-09,0.0,ACC-5831,,2025-11-01 19:53:42
Gulati Group,29F8LWVV59HO4ZM,INV-00490,2024-12-06,Payable,286316.44,242641.05,21837.69,21837.69,0.0,43675.39,Unpaid,2024-12-22,0.0,ACC-7370,Approved,2025-11-01 19:53:42
"Kapadia, Hans and Chaudhuri",246DDTBYRGC82ZG,INV-00491,2024-12-29,Receivable,160273.8,152641.71,3816.05,3816.05,0.0,7632.09,Partial,2025-01-24,0.0,ACC-4650,,2025-11-01 19:53:42
Apte-Sodhi,27NAL6O9EP0O1ZE,INV-00492,2024-12-15,Receivable,207079.71,161781.02,0.0,0.0,45298.69,45298.69,Paid,2024-12-19,2070.8,ACC-4797,Pending review,2025-11-01 19:53:42
